"한겨례","X__1","X__2","X__3","X__4","X__5"
"의사 출신 의료전문기자로서 이국종 교수께 씁니다","한겨레","2017.1099999999999","이대목동병원(서울 양천구 소재) 신생아 중환자실에 근무하는 한 간호사가 결핵에 걸린 것으로 확인됐다. 보건당국은 이 간호사로부터 신생아나 다른 의료진에게 결핵이 전파됐는지 확인하는 검사를 진행 중이다.18일 질병관리본부와 이대목동병원의 말을 종합하면 이 병원의 신생아 중환자실에서 일하는 한 간호사는 지난 15일 정기 건강검진에서 결핵 확진 판정을 받았다. 기침과 같은 증상은 없었으나, 방사선(엑스레이)촬영검사에서 결핵 의심 소견이 나왔고, 가래(객담) 검사에서 결핵균이 발견됐다. 지난해 검진에서는 이상이 없었다. 최희정 이대목동병원 감염관리실장은 “이 간호사는 기침과 같은 호흡기 증상이 없었고 결핵 확진 뒤 즉시 격리 조치됐다”며 “이 간호사와의 접촉자에 대해 검진을 신속하게 실시해 추가로 결핵이 퍼지지 않도록 최선을 다하겠다”고 말했다. 이 간호사는 근무에서 제외돼 치료를 받고 있다.질병관리본부는 서울시, 양천구 보건소와 함께 ‘결핵역학조사반’을 꾸려 이 병원에 상황실을 차렸다. 조사반은 이 간호사로부터의 감염이 가능한 기간인 지난 4월15일부터 중환자실에 입원했던 신생아 166명을 대상으로 검사를 할 계획이며, 이날 기준 57명(34.3%)은 정상으로 나왔다. 질병관리본부 관계자는 “결핵의 감염 가능 기간은 환자 증상, 검사 결과 등에 따라 달라지는데 보통 4주~3개월이며, 이 간호사가 신생아를 돌봤기 때문에 혹시 모를 가능성에 대비해 3개월로 넓혀 잡았다”고 말했다. 질병관리본부는 또 환자와 함께 일했던 의료진 50명에 대해서도 역학조사를 벌이고 있으며, 이날까지 조사를 마친 48명 가운데 결핵 환자는 없다고 밝혔다. 남은 2명의 의료진도 이날 중 조사를 완료할 예정이다.병원은 조사대상자 보호자에게 개별 연락을 취해 별도로 마련한 ‘소아특별진료실’에서 소아청소년과 교수진으로부터 직접 진료를 받게 할 방침이다. 또 결핵역학조사반과 함께 결핵 여부를 확인하기 위해 방사선촬영검사와 피부반응검사 등을 할 예정이다.김양중 의료전문기자 himtrain@hani.co.kr","○","병원감염"
"16년 의료전문기자 “개가 사람을 물면 기사 안된다 배웠는데…”","한겨레","2017.0999999999999","지난해 5~7월 중동호흡기증후군(메르스) 유행은 정부의 방역체계가 얼마나 미비한지, 국내 병원들이 감염병에 얼마나 취약한지를 여실히 드러냈다. 또다른 감염병 유행 사태를 막기 위해 지난해 9월 정부는 국가방역체계 개편 방안을 발표한 바 있다. 관련 전문가들의 의견을 들어 이 개편 방안이 얼마나 실현됐는지 점검해본다. ■ 즉각대응팀 신설보건복지부와 질병관리본부는 지난해 말 질병관리본부장을 실장급에서 차관급으로 격상시키고, 해외 유입 감염병에 대해 24시간 가동할 수 있는 긴급상황실과 즉각대응팀을 만들었다. 즉각대응팀은 질본은 물론 민간 전문가까지 합류해 민관이 신속한 대응을 위해 협력하는 체계로, 감염병 의심 환자를 발견하면 초기 단계부터 지역 보건소 등과 함께 현장에서 활동하게 된다. 지카바이러스에 감염된 환자가 지난 3월 하순 발견됐을 때 이 대응팀이 신속하게 조사했고, 메르스 때와는 달리 환자가 방문한 병원 이름을 공개하기도 했다. 하지만 전문가들은 이 대응팀과 지역 보건소나 일선 의료기관의 협력체계가 미비해 감염병의 조기 발견과 대처에 문제가 생길 수 있다고 지적했다. 실제 첫 지카바이러스 감염 환자도 같은 의원을 두번째 방문했을 때 보건소에 신고됐다. 김윤 서울대 의대 교수(의료관리학)는 “새로운 감염병은 감염 경로 등이 의학적으로 제대로 파악되지 않은 경우가 많아, 최신 정보를 파악하고 이에 맞게 대응 전략을 짜면서 일선 의료기관과도 잘 협조하는 게 중요하다”며 “현재 체계 개편만으로는 질병관리본부장으로의 격상과 조직을 늘렸다는 평가만 받을 수 있다”고 말했다. ■ 역학조사관 확충감염병 확산을 막기 위해서는 초기 대응이 중요하다. 메르스 유행 때도 평택성모병원에서 첫번째 환자와 접촉한 사람들의 범위를 좁게 잡는 바람에 이미 감염된 환자를 제대로 격리하지 못해 확산을 부추겼다. 초기 대응은 역학조사관이 맡는데, 정부는 이 역학조사관을 기존 정규직 2명을 포함해 34명에서 중앙과 지역을 합쳐 89명으로 늘린다고 발표했다. 현재 중앙의 경우 30명을 다 선발했고 지자체도 거의 다 정원을 채웠으며, 조사관 신분도 공중보건의에서 정식 계약직 공무원으로 바뀌었다. 하지만 조사관의 역량을 키울 준비는 여전히 미비하다는 지적이 나온다. 황승식 인하대 의대 교수(사회의학교실)는 “역학조사관의 역할과 함께 앞으로 어떤 전문가로 성장할 수 있는지 청사진이 있어야 하는데, 계약직이 많아 업무의 지속성을 확보하기 어렵다”고 말했다. ■ 병원감염 관리정부는 감염병 환자를 격리해 치료할 수 있는 음압 격리병상을 기존 600여개에서 2020년까지 1430여개로 늘리기로 했다. 국가 지정 격리병상도 메르스 유행 때 70여개에서 2배 이상 많은 약 190개로 늘릴 계획이다. 아울러 국립중앙의료원을 중앙감염병원으로 정하고, 3~5개의 권역별 감염병 전문병원을 만들겠다고 발표했다. 최근에는 병원의 감염 관리와 관련해 건강보험에서 보상을 하고, 감염관리실을 설치하거나 전담 간호사도 두게 했다. 김홍빈 분당서울대병원 감염내과 교수는 “격리병상 확충이나 감염관리료 신설 등은 긍정적이다. 하지만 감염 관리에는 보호복 등 일회용품 사용이 많고 격리 음압병실 운영에 한해 수억원이 들어가며 의사나 간호사 등 의료진의 교육과 훈련에도 많은 예산이 필요하다. 전쟁이 난 뒤 국방비를 쓰는 것이 아니라 전쟁에 대비하기 위해서 쓰는 것처럼 국가가 감염 예방에 더 투자해야 한다”고 말했다. ■ 환자 병문안·간병 문화지난 16일 서울의 한 종합병원 정형외과 병동에는 한 입원환자의 지인 7명이 한꺼번에 병문안을 왔다. 환자가 입원한 4인실은 이들 방문객으로 꽉 찼다. 이 병동의 유아무개 간호사는 “메르스 유행 뒤 병문안을 자제하는 분위기가 잠시 이어지더니 다시 예전으로 돌아갔다”고 말했다. 일부 병원은 병문안에 대해 제한이 됐지만 많은 병원에서는 여전히 자유롭다. 서울대병원 관계자는 “병문안 시간을 한 차례로 정해놓고 있지만 잘 지켜지지 않고 병문안을 막을 방법도 없다”고 말했다. 메르스 유행 때 전체 환자의 38%인 71명이 환자의 가족이나 간병인을 비롯한 방문객이었다. 복지부 관계자는 “간병인을 줄이기 위해 간호·간병 통합 서비스를 상급종합병원으로도 확대하고 있으며, 병문안 자제 캠페인을 벌이고 있다”고 말했다. 간호·간병 통합 서비스를 제공하는 병원은 2013년 13곳, 2014년 28곳에서 지난 11일 기준 161곳으로 늘었다. 복지부는 올해 말까지 400곳으로 확대할 방침이다. ■ 환자 쏠림 현상메르스 확산에는 응급실을 비롯해 대형병원에 환자들이 쏠려 매우 혼잡했던 점도 크게 작용했다. 실제 우리나라는 1년간 병·의원 방문 횟수가 14.6회로 경제협력개발기구(OECD) 회원국(평균 6.6회) 가운데 최상위권이다. 입원 일수도 16.1일로 오이시디 회원국 평균인 8.4일보다 2배가량 많다. 주요 상급종합병원에는 입원을 하기 위한 전 단계로 응급실이 활용되면서 환자가 몰리고 있다. 복지부는 개편 방안에서 대형병원, 특히 응급실로의 환자 쏠림 현상을 막기 위해 병원 간 진료협력 활성화 및 정보 교류 등을 추진하겠다고 발표했다.하지만 크게 개선되지 않고 있다는 점에 정부도 동의한다. 복지부 관계자는 “응급실 개편이나 의료전달체계 개편 등을 추진하고 있지만, 워낙 오래된 현상이라 어려움이 많다”고 말했다. 김동현 한림대 의대 사회의학교실 교수는 “환자들이 믿을 수 있는 의사가 없어 병원을 전전하고 대형병원으로 몰리는 ‘의료 쇼핑’이 일어나고 있다. 근본적인 개선을 위해서는 환자들의 건강 관리를 지속적으로 도울 수 있는 주치의 제도를 도입해야 한다”고 말했다.김양중 의료전문기자 himtrain@hani.co.kr","○","의료기관 감염관리"
"[울림마당] 춘천 폐기물처리 노동자들의 절규","한겨레","2017.1099999999999","환자 보호자에게 지급되는 출입카드. 응급실이나 병동 입구에 차단문이 설치돼 있는데, 이 카드를 대어야만 자동으로 문이 열려 출입이 가능하다. 사진 김양중 의료전문기자지난해 메르스(중동호흡기증후군) 환자의 절반 가량이 삼성서울병원에서 생겼다. 14번째 환자가 폐렴으로 이 병원 응급실을 찾아 사흘 동안 머물면서 모두 90명에게 메르스가 전파됐다. 당시 이 병원은 음압 격리병상도 없을 정도로 감염병에 취약해 메르스에 감염된 이곳 의료진이 서울대병원 등으로 옮겨 치료를 받기도 했다. 삼성서울병원은 지난해 9월 감염병으로부터 안전한 병원 환경을 만들겠다고 발표했다. 지난 13일 삼성서울병원 응급실과 격리병실을 김윤 서울대의대 교수(의료관리학)와 함께 돌아봤다. 우선 응급실 밖의 별도 공간에 선별진료실과 발열호흡기진료소를 새로 지은 것이 눈에 띄었다. 조선영 삼성서울병원 감염내과 전문의는 “응급실을 이용하는 모든 환자는 응급실에 들어가기 전에 선별진료실에서 고위험 감염병 의심 증상이 있는지 확인을 받는다”며 “보호장구를 갖춘 의료진이 24시간 근무하면서 폐렴 등 감염병이 의심되면 발열호흡기진료소에서 응급진료를 받게 한다”고 말했다. 호흡기진료소에는 음압격리실 11개(성인 환자 6명, 소아 환자 5명)가 설치돼 응급진료를 받을 수 있도록 했다. 메르스와 같은 큰 규모의 감염병 유행 사태에 대비해 국가격리병동 수준의 음압격리병상도 총 8개를 별도의 건물에 마련했는데, 일반 환자와 감염병 환자가 마주치지 않도록 동선이 분리돼있었다. 감염내과 전문의 3명이 상주하는 감염병대응센터도 신설됐다. 환자 보호자들은 응급실이나 병실을 함부로 돌아다닐 수 없게 만들었다. 응급실이나 모든 병동의 입구에 카드를 대어야만 자동으로 열리는 차단문이 설치돼 있었다. 이 카드는 환자당 보호자 1명만 받을 수 있다. 병문안도 저녁 6~8시로 하루 2시간만 허용하고 있다. 김윤 교수는 “여전히 응급실 대기 시간이 길다는 문제, 즉 응급실 과밀화 문제를 제외하고는 감염 확산을 막을 수 있는 장치는 어느 정도 갖췄다고 평가할 수 있다”고 말했다.지난해 메르스 유행을 겪었던 강동경희대병원도 감염 확산을 막을 수 있도록 응급실 개조 공사를 최근 마무리했다. 세브란스병원은 응급실을 접수, 대기공간, 일반 환자 구역, 음압병동이 있는 감염구역 등으로 나누고 각각 색깔을 달리해 환자와 보호자가 쉽게 구별할 수 있도록 하는 공사를 오는 7월부터 시행할 방침이다. 하지만 우리나라 병원 가운데 응급실이 가장 혼잡한 서울대병원의 응급실 개조는 난항을 겪고 있다. 서울대병원 관계자는 “복지부와 협의를 하고 있는데, 병원이 도심에 있다보니 공간 마련이 쉽지 않아 2018년 이후에나 응급실 개조가 가능한 상황”이라고 말했다. 김양중 의료전문기자","○","의료기관 감염관리"
"[단독] 전국 개고기 64%서 항생제 검출","한겨레","2017.0799999999999","⊙ 국제신문 △논설주간(이사) 송문석 △편집이사(영업총괄이사 겸) 고기화 △제작〃 권영칠 △논설위원 변영상 △광고국장 배의정 △문화사업〃 배재한 △전략기획실장(문화사업국 부국장 겸) 박수현 △동부경남취재본부장 이경식 ◇편집국 부국장 △경남취재본부장 정순백 △선임기자 구시영 △뉴미디어본부장 강춘진 ◇부장 △정치 오광수 △경제 이승렬 △사회1 이노성 △〃2 신수건 △문화 조봉권 △독자여론 이은정 △의료과학 오상준 △스포츠 이진규 △해양수산 이흥곤 △독자서비스국 독자관리 최영준 △광고국 광고마케팅 진종현 ⊙ 전남매일 △상무이사(편집국장 겸) 이두헌 ⊙ 경기일보 ◇부장 △정치 김창학 △경제 김동수 △지역사회 박정임 △편집 안광용 ⊙ IT조선 △취재본부 산업부장 박지환 △〃 디지털〃 이윤정 ⊙ 경희의료원 △행정처장 김기정 ◇실장 △기획조정 오주형 △QI(환자안전본부장 겸) 김성완 △교류협력(대외협력본부장 겸) 김효종 △환자안전본부 감염관리(경희대병원 감염면역내과장 겸) 이미숙 ◇팀장 △대외협력본부 교류협력실 교류협력(사회사업팀장 겸) 위욱환 △〃 국제교류센터 국제교류(국제사업팀장·동서협진센터 경영기획팀장 겸) 김준석 △기획조정실 의료정보 김태호 △〃 혁신 김희송 ⊙ 미래에셋대우△IB사업부문대표 김상태 △인사부장 홍순만 △창업시너지팀부서장 노재청 ◇본부장 △멀티솔루션 남기원 △WM전략 민경부 △준법감시 백상옥 △전략기획실장 이홍석","X",NA
"[시론] 지방에 간호사가 부족한 이유 / 이상윤","한겨레","2017.04","⊙ 국제신문 △논설주간(이사) 송문석 △편집이사(영업총괄이사 겸) 고기화 △제작〃 권영칠 △논설위원 변영상 △광고국장 배의정 △문화사업〃 배재한 △전략기획실장(문화사업국 부국장 겸) 박수현 △동부경남취재본부장 이경식 ◇편집국 부국장 △경남취재본부장 정순백 △선임기자 구시영 △뉴미디어본부장 강춘진 ◇부장 △정치 오광수 △경제 이승렬 △사회1 이노성 △〃2 신수건 △문화 조봉권 △독자여론 이은정 △의료과학 오상준 △스포츠 이진규 △해양수산 이흥곤 △독자서비스국 독자관리 최영준 △광고국 광고마케팅 진종현 ⊙ 전남매일 △상무이사(편집국장 겸) 이두헌 ⊙ 경기일보 ◇부장 △정치 김창학 △경제 김동수 △지역사회 박정임 △편집 안광용 ⊙ IT조선 △취재본부 산업부장 박지환 △〃 디지털〃 이윤정 ⊙ 경희의료원 △행정처장 김기정 ◇실장 △기획조정 오주형 △QI(환자안전본부장 겸) 김성완 △교류협력(대외협력본부장 겸) 김효종 △환자안전본부 감염관리(경희대병원 감염면역내과장 겸) 이미숙 ◇팀장 △대외협력본부 교류협력실 교류협력(사회사업팀장 겸) 위욱환 △〃 국제교류센터 국제교류(국제사업팀장·동서협진센터 경영기획팀장 겸) 김준석 △기획조정실 의료정보 김태호 △〃 혁신 김희송 ⊙ 미래에셋대우△IB사업부문대표 김상태 △인사부장 홍순만 △창업시너지팀부서장 노재청 ◇본부장 △멀티솔루션 남기원 △WM전략 민경부 △준법감시 백상옥 △전략기획실장 이홍석","X",NA
"[한겨레 사설] 이대목동, 이러고도 ‘대학종합병원’이라 할 수 있나","한겨레","2018.01","질병관리본부가 건강보험 자료 분석을 통해 전북 순창에서 다른 지역보다 C형 간염 환자가 많아 역학조사에 나섰다. 현재까지의 조사 결과, 앞서 다나의원 등이 주사제 등을 섞어 쓰다가 감염된 것과는 달리 무허가 치료사가 불법 치과 진료나 한방 치료 등을 하면서 집단 C형 간염이 생긴 것으로 보인다.31일 질병관리본부 등의 말을 종합하면 2013년 1월~2015년 8월 전북 순창의 한 지역에서 C형 간염 환자 203명이 진료를 받았다. 순창에 사는 사람이 3만여명인 것에 견줘 C형 간염 환자 수가 전국의 평균보다 많은 것으로 분석되자 보건당국은 지난 3월과 지난 30일 순창의 한 병원에 대해 역학조사를 진행했다. 하지만 역학조사 결과에서 이 병원에서의 C형 간염 집단 감염 사례는 확인하지 못했다. 대신 병원 진료기록을 확인한 결과, 상당수의 환자가 마을 회관 등을 돌며 불법으로 의료 행위를 하는 무허가 치료사로부터 치과 질환 치료나 한방 치료를 받은 것으로 확인됐다. 보건당국은 이 무허가 치료사가 C형 간염에 걸린 환자를 치료한 의료 도구를 다른 환자에게 사용하면서 간염을 옮긴 것으로 보고 있다. 환자들에게 불법 의료행위를 한 사람들은 농촌 지역을 떠돌며 싼값에 치과 치료를 하거나 침을 놓은 것으로 알려졌다.이에 대해 수도권의 한 대학병원 감염내과 교수는 “무허가 치료사가 불법 시술을 하면서 C형 간염이 감염됐다는 것이 맞다면 이와 같은 사례는 과거에도 종종 발생했다”며 “감염 관리에 지식이 없는 불법 시술자로부터의 시술은 받지 않아야 한다”고 말했다. 대한치과의사협회는 이날 보도자료를 내어 “전북 순창에서 발생한 C형 간염 집단 발병사건은 불법 한방치료업자와 불법 치과진료행위자에게 진료를 받은 환자에게서 발생한 것”이라며 “감염의 위험성이 높고 치료 뒤 국민에게 피해가 많은 불법 치과진료행위에 보건당국이 철저히 단속해 줄 것을 당부한다”고 밝혔다. 김양중 기자 himtrain@hani.co.kr","○","주사기    재사용"
"‘신생아 사망’ 재발 막는다…일회용 의료기기 재사용 금지","한겨레","2018.0599999999999","“지난해 메르스(중동호흡기증후군) 유행 때 정부에 설치된 태스크포스나 대책본부 등이 6개나 됐습니다. 문형표 전 보건복지부 장관을 비롯해 이를 책임지던 고위 인사는 그 누구도 징계를 받지 않았는데, 복지부나 질병관리본부 실무 공무원들에게만 책임을 물은 셈입니다.”8일 이름을 밝히지 말아 달라는 질병관리본부의 한 공무원은 국내 메르스 유행에 대한 책임을 물은 감사원의 징계 요구에 대해 이렇게 말했다. 국내에서는 지난해 5월부터 메르스의 유행으로 186명의 환자가 생기고 이 가운데 38명이 숨졌으며 집 등에서 밖으로 나가지 못하고 격리된 사람은 1만6천여명에 이르렀다. 중동 이외의 국가 가운데 메르스 환자가 가장 많은 나라라는 오명을 쓰기도 했다. 이에 책임을 물어야 한다는 여론이 들끓었으며, 감사원은 지난해 9월 감사를 시작했다. 감사원은 올해 1월 양병국 질병관리본부장을 해임하는 등 복지부, 질병관리본부, 보건소 직원 16명에게 징계를 내릴 것을 요청한 바 있다. 하지만 메르스 유행 당시 중앙메르스관리대책본부와 민관합동태스크포스를 맡았던 문형표(현 국민연금공단 이사장) 전 복지부 장관이나, 범정부메르스대책지원본부를 이끌었던 박인용 국민안전처 장관, 중앙안전관리위원회의 최경환 당시 총리대행 등 고위 인사는 아무도 징계를 받지 않았다. 심지어 문 전 장관은 지난해 8월 복지부 장관에서 물러난 뒤 넉달이 지난 12월에 국민연금공단 이사장에 임명되기도 했다.이 때문에 감사원의 감사가 ‘몸통은 빼고 깃털만 뽑았다’는 비판이 제기된 바 있다. 서울의 한 대학병원 감염내과 교수는 “메르스 유행 당시 대책본부만 몇 개를 만들어 메르스 감염 차단 현장에서 일하던 관련 전문가 및 일선 공무원들에게 혼란을 일으켰다는 평가도 있었다”며 “정작 책임질 때에는 문 전 장관을 비롯해 고위 인사는 다 빠지고 실무 공무원들만 징계했는데, 앞으로 메르스 유행 등이 닥치면 누가 열심히 일하려 하겠느냐”고 비판했다. 복지부의 한 공무원도 “메르스 유행 당시 거의 두달 동안 집에도 잘 들어가지 못하고 일한 대가가 징계로 나타났다”며 “감염 관리 등과 관련된 부서는 피하는 것이 좋다는 말까지 돌고 있다”고 말했다.한편 감사원의 징계 요구안에 대해 인사혁신처는 지난 4월 중앙징계심의위원회를 열어 논의한 결과 양병국 전 질병관리본부장은 해임에서 정직으로, 권준욱 복지부 공공보건정책관 등은 정직에서 감봉으로 징계 수위가 낮아졌다. 또 다른 공무원들도 정직에서 감봉 등으로 경감됐다. 이들에 대한 최종 징계는 오는 15일 중앙징계심의위원회가 열려 결정될 예정이다.김양중 의료전문기자 himtrain@hani.co.kr","X",NA
"‘춘천 폐기물처리시설’ 공익감사 청구","한겨레","2018.02","메르스(중동호흡기증후군) 유행이 한창이던 지난해 6월14일 박근혜 대통령이 서울대병원을 방문했을 때 감염병동 간호사실 벽 곳곳에는 ‘살려야 한다’는 문구가 쓰인 에이(A)4 용지가 붙어 있었다. 특히 신문들에 보도된, 박 대통령이 간호사실에서 컴퓨터 모니터를 바라보며 의료진과 통화하는 사진에는 컴퓨터 모니터 옆 벽에 붙어있는 이 문구가 선명하게 보였다. 방송사 카메라에 이 문구 용지가 곳곳에 붙어 있는 것이 잡히면서 ‘연출된 것 아니냐’는 논란이 나왔다. 이에 당시 서울대병원 쪽은 “메르스 환자들이 입원할 때부터 의료진들이 자발적으로 붙인 것”이라고 밝힌 바 있다. 하지만 실제 이 문구는 박근혜 대통령이 방문하기 직전 청와대 관계자들이 병원을 미리 방문해 준비하는 과정에서 간호사실 여러 곳에 붙여진 것으로 확인됐다. 애초에는 격리병실에 입원한 한 메르스 환자의 명패 위에 담당 의사가 개인적으로 붙여 놓은 것이었다. 당시 감염병동에서 메르스 환자를 간호했던 서울대병원의 한 간호사는 16일 와의 전화통화에서 “‘살려야 한다’는 문구는 감염내과 전임의(펠로우) 선생님이 자신의 마음을 담아 메르스로 생사의 위기에 놓인 중증 환자의 명패 위에 붙여 놓은 것이었다. 박 대통령이 방문하기 직전에 청와대 직원들이 병원을 돌아보면서 이 문구를 봤고, 그들 중 누군가의 말에 따라 여러 장 복사해 간호사실 곳곳에 붙게 됐다”고 말했다. 이 간호사는 당시 청와대 직원들의 방문 현장에 있었다.이에 대해 서울대병원 관계자는 “애초 환자 명패 위에 있던 것을 대통령 방문 직전에 여러 곳에 붙인 것은 맞다. 하지만 청와대의 직접적인 지시가 있었던 것은 아니고, 병원 쪽에서 자체 판단으로 붙인 것”이라고 말했다. 그는 “청와대 쪽이 왔을 때 병원 쪽에서 그 문구가 서울대병원의 치료 의지를 보여줄 기회라는 의견을 냈다”고 말했다. 청와대 관계자는 “우리가 그것을 붙이라고 지시한 적이 없다. 병원이야 홍보가 되니까 붙였을 지 모르겠다”고 말했다.‘살려야 한다’는 문구는 방송과 신문 지면에 많이 노출됐지만, 정작 간호사들이 보여주고자 했던 (세월호를 상징하는)‘노란 리본’은 나오지 않았다. 당시 감염병동에서 메르스 환자를 간호했던 또다른 간호사인 최은영 서울대병원 간호사는 와의 인터뷰에서 “당시 많은 간호사들이 세월호 사건과 메르스 유행이 ‘국가의 부재’라는 측면에서 비슷하다고 생각했다. 그래서 박 대통령에게 세월호 사건과 메르스 유행에 대해 정부가 해결하기 위해 책임을 다해달라고 요청하는 의미로 노란 리본을 달았다. 나중에 나온 사진을 보니 노란 리본은 보이지 않고 ‘살려야 한다’는 문구만 남았다”고 말했다. 이 두 간호사는 메르스 유행이 한창이던 지난해 서울대병원 감염병동에서 일하면서 14번째 환자(이른바 메르스 ‘슈퍼전파자’), 국내 마지막 메르스 환자 등을 간호했다.김양중 의료전문기자, 최혜정 기자 himtrain@hani.co.kr　","X",NA
"사망한 아이들 피 검사에서 일부 세균 나와 “세균감염 의심”","한겨레","2017.1199999999999","이대목동병원에서 신생아 4명이 잇달아 숨지는 사건이 발생해 경찰이 수사에 착수했으며, 질병관리본부의 역학조사 중간 결과를 보면 4명의 사망자 가운데 3명의 혈액에서 세균이 검출됐다.이대목동병원 신생아 중환자실에서 숨진 아기 4명 가운데 3명의 혈액에서 세균이 검출됨에 따라, 이번 연쇄 사망 사고와 세균 감염의 관련성이 주목된다. 아기들 주검 부검에선 4명 모두 소장과 대장에 가스가 찬 것으로 나타났다. 질병관리본부는 이대목동병원에서 사망한 신생아 3명의 혈액배양검사에서 세균이 확인됐다고 18일 밝혔다. 현재까지 밝혀진 세균의 종류는 그람염색법을 적용했을 때 음성으로 나온 균이다. 질병관리본부 관계자는 “그람음성균이 구체적으로 어떤 세균인지는 20일 이후에 세균배양검사 결과가 나왔을 때 알 수 있다”며 “세균이 직접적으로 신생아 사망과 관련 있는지에 대해 추가 조사가 필요하다”고 말했다. 그람음성균은 면역력이 떨어진 중증질환자나 신생아에게 장염, 인공호흡기 관련 폐렴, 요로 감염 등을 일으킬 수 있다.질병관리본부는 또 사망한 아기들의 의무기록을 확보해 분석 중이며, 신생아 중환자실 환경 검체 등을 채취해 조사하고 있다. 이와 함께 중환자실에 함께 있다가 퇴원한 4명 가운데 1명이 감기 증상을, 다른 병원으로 옮겨진 8명 가운데 1명이 기력저하를 보여 관찰 중이다. 다른 신생아는 특이사항이 없는 것으로 조사됐다.이날 서울 양천구 국립과학수사연구원 서울연구소에서 이뤄진 부검에선 숨진 아기 4명 모두 소·대장에 가스가 찬 것으로 나타나, 장 조직이 썩는 상태인 괴사성 장염이 의심됐다. 국과수는 “장염 등에 대한 정밀 진단은 조직 검사 등 정밀 검사를 통해 최종 판단할 예정”이라고 밝혔다. 병원에서 사용된 수액 및 주사 세트에 대해서도 정밀 검사를 하기로 했다. 최종 부검 결과 발표는 한달 정도 걸릴 전망이다.이낙연 국무총리는 이날 오전 정부서울청사에서 열린 총리실 비공개 간부회의에서 “민간병원에서 발생한 일이지만 정부 책임이 없다고 할 수 없다”며 “전국 신생아 중환자실의 안전관리에 문제가 없는지 신속하고 철저하게 점검해주기 바란다”고 지시했다.김양중 의료전문기자, 노지원 황금비 기자 himtrain@hani.co.kr","○","신생아    집단 사망"
"[한겨레 사설] 신생아 중환자실에서 ‘세균 감염’ 가능성이라니","한겨레","2017.1199999999999","아기가 든 작은 하얀색 상자를 꼭 껴안고 아버지는 끊임없이 눈물을 쏟아냈다. 미숙아로 태어나 더욱 가슴 졸였을 나날, 믿고 맡겼던 병원에서 아기가 숨지고 부검까지 받게 된 상황을 그 어떤 보호자가 받아들일 수 있었겠는가. 사망 원인과 함께 병원 과실 여부에 대한 철저하고 신속한 조사가 필요하다.상급종합병원인 이대목동병원 신생아중환자실에서 16일 발생한 사건은 상상할 수도 없는 일이다. 불과 81분 만에 4명의 신생아가 잇달아 숨진 이유에 대해 18일 국립과학수사연구원 부검이 실시되고 질병관리본부의 역학조사가 이틀째 진행됐지만 아직 명확한 답을 내기엔 이르다. 하지만 이날 질병관리본부가 역학조사 과정에서 4명 중 3명이 ‘그람음성균’ 중 하나에 감염됐을 정황을 확인했다고 밝힌 만큼, 병원 내 감염 가능성에 눈길을 주지 않을 수 없다.그람음성균은 면역력이 떨어진 성인 환자들에게도 인공호흡기 관련 폐렴과 요로 감염 등 2차 감염을 일으킬 수 있는 세균이므로, 임신 37주 미만의 미숙아로 태어난 신생아들에겐 더더욱 치명적이었을 것이라 한다. 2년 전 메르스 사태 때도 병원 내 감염은 가장 큰 문제였다. 다만 4명 가운데 이 세균이 확인되지 않은 아기가 포함된데다 같은 시간대에 신생아들이 잇달아 숨진 이유를 하나로 단정짓기 어려운 만큼, 약물 투여 오류나 인큐베이터 기기 문제 등 모든 가능성을 열어두고 조사가 이뤄져야 할 것이다.이번 이대목동병원의 대응은 아무리 이례적인 상황이었다 해도 이해하기 어려운 대목이 많다. 애초 신고는 2명이 숨진 다음에 한 보호자가 경찰에 먼저 했고, 보건소에도 병원이 아닌 경찰이 먼저 알렸다. 패닉에 빠진 보호자들에게 설명하기 앞서 기자회견부터 열기도 했다. 무엇보다 환자의 경미한 위험 신호라도 미리 확인해 대응하는 게 기본이 되어야 할 신생아중환자실에서, 아기들이 심정지가 올 때까지 몰랐다는 건 이해할 수 없다. 이 병원은 지난해 결핵 간호사로 인해 2명의 신생아가 잠복결핵에 걸리고, 9월엔 생후 5개월 영아가 맞던 수액에서 벌레가 발견되기도 했다.이대목동병원은 과실이 드러날 경우 문을 닫을 수 있다는 각오로 보건당국의 조사에 임해야 한다. 보건당국은 이번 일을 계기로 이 병원은 물론 전체 종합병원의 시스템을 재점검해야 할 것이다. 그것이 태어난 지 얼마 되지도 않아 이 세상을 떠난 작은 생명들을 위한 최소한의 책임이다.","○","신생아    집단 사망"
